L,omega,Re(sigma),Im(sigma),delta_1,Stability
2.5,6797.979797979799,-5698.082917712147,-18142.44159137953,1.376e-05,Stable
2.5,6939.39393939394,-6808.957556682853,-20901.5073580597,1.376e-05,Stable
2.5,7080.808080808081,-8415.455296097642,-23938.140885298963,1.376e-05,Stable
2.5,7222.222222222223,-10779.557019354585,-27276.08612077587,1.376e-05,Stable
2.5,7363.636363636364,-14324.048673944582,-30847.136513190922,1.376e-05,Stable
2.5,7505.050505050505,-19698.14998790762,-34314.96334285179,1.376e-05,Stable
2.5,7646.464646464647,-27715.02639510331,-36661.75074388064,1.376e-05,Stable
2.5,7787.878787878788,-38638.44246105767,-35530.553504167256,1.376e-05,Stable
2.5,7929.29292929293,-49976.95122369563,-27566.341719544373,1.376e-05,Stable
2.5,8070.707070707072,-55243.09768545193,-12882.135485848792,1.376e-05,Stable
2.5,8212.121212121212,-50877.9612900333,1328.8784055504002,1.376e-05,Stable
2.5,8353.535353535353,-41516.7272833855,9183.16830165029,1.376e-05,Stable
2.5,8494.949494949495,-32482.448995736977,11385.724439235819,1.376e-05,Stable
2.5,8636.363636363636,-25545.538696425112,10614.430677533517,1.376e-05,Stable
2.5,8777.777777777777,-20581.819260200136,8640.992776698167,1.376e-05,Stable
2.5,8919.191919191919,-17074.259153281793,6298.500073857585,1.376e-05,Stable
2.5,9060.60606060606,-14578.498806658821,3926.8762294691714,1.376e-05,Stable
2.5,9202.020202020203,-12784.582284056944,1648.4621011808922,1.376e-05,Stable
2.5,9343.434343434345,-11488.219636294223,-504.44938189250024,1.376e-05,Stable
2.5,9484.848484848486,-10556.54617321941,-2535.063492540282,1.376e-05,Stable
2.5,9626.262626262627,-9903.409163215647,-4459.254783545253,1.376e-05,Stable
2.5,9767.676767676769,-9473.500129113125,-6296.098919113991,1.376e-05,Stable
2.5,9909.09090909091,-9232.5542824024,-8063.973227931998,1.376e-05,Stable
2.5,10050.505050505051,-9161.41443573715,-9778.90102997926,1.376e-05,Stable
2.5,10191.919191919193,-9252.525485747317,-11453.664265020741,1.376e-05,Stable
2.5,10333.333333333334,-9507.961786826194,-13096.96138668193,1.376e-05,Stable
2.5,10474.747474747475,-9938.39137871575,-14712.170008375066,1.376e-05,Stable
2.5,10616.161616161617,-10562.490728112738,-16295.34791988176,1.376e-05,Stable
2.5,10757.575757575758,-11406.250615824838,-17832.098843757427,1.376e-05,Stable
2.5,10898.9898989899,-12501.325139727547,-19292.949862320587,1.376e-05,Stable
2.5,11040.40404040404,-13881.021453481919,-20627.120072388934,1.376e-05,Stable
2.5,11181.818181818182,-15571.743130866718,-21755.36667127884,1.376e-05,Stable
2.5,11323.232323232323,-17577.097414949258,-22564.566054507446,1.376e-05,Stable
2.5,11464.646464646465,-19852.82460993615,-22910.32526975865,1.376e-05,Stable
2.5,11606.060606060608,-22275.991334589133,-22638.209343060058,1.376e-05,Stable
2.5,11747.47474747475,-24623.967079474223,-21633.690244475794,1.376e-05,Stable
2.5,11888.88888888889,-26592.321465925008,-19895.341601222262,1.376e-05,Stable
2.5,12030.303030303032,-27874.646283170045,-17592.916914132795,1.376e-05,Stable
2.5,12171.717171717173,-28281.302841739584,-15052.417474490063,1.376e-05,Stable
2.5,12313.131313131315,-27820.304822732378,-12651.294202536732,1.376e-05,Stable
2.5,12454.545454545456,-26678.415052522876,-10687.27925556915,1.376e-05,Stable
2.5,12595.959595959597,-25124.78983371675,-9306.78338744297,1.376e-05,Stable
2.5,12737.373737373739,-23412.48271548179,-8516.318402658082,1.376e-05,Stable
2.5,12878.78787878788,-21726.682704515475,-8237.776249540559,1.376e-05,Stable
2.5,13020.202020202021,-20178.58708669912,-8362.520482919335,1.376e-05,Stable
2.5,13161.616161616163,-18822.03506813868,-8785.016847532626,1.376e-05,Stable
2.5,13303.030303030304,-17674.23523136014,-9417.19586133915,1.376e-05,Stable
2.5,13444.444444444445,-16732.30839944535,-10191.157293309814,1.376e-05,Stable
2.5,13585.858585858587,-15984.142516327243,-11056.657044158239,1.376e-05,Stable
2.5,13727.272727272728,-15414.677285412487,-11977.069179304202,1.376e-05,Stable
2.5,13868.68686868687,-15009.155196495672,-12925.471101244417,1.376e-05,Stable
2.5,14010.10101010101,-14754.546281388775,-13881.394070972765,1.376e-05,Stable
2.5,14151.515151515152,-14639.92564816358,-14828.297264217084,1.376e-05,Stable
2.5,14292.929292929293,-14656.251098577148,-15751.66192243906,1.376e-05,Stable
2.5,14434.343434343435,-14795.77290431795,-16637.58481359735,1.376e-05,Stable
2.5,14575.757575757576,-15051.183609474774,-17471.79011199477,1.376e-05,Stable
2.5,14717.17171717172,-15414.557194119921,-18239.037925471264,1.376e-05,Stable
2.5,14858.58585858586,-15876.119530013815,-18922.968438545282,1.376e-05,Stable
2.5,15000.0,-16422.930131346897,-19506.46899800946,1.376e-05,Stable
2.5,1000.0,-492.8340370289055,17644.952827316178,2.064e-05,Stable
2.5,1141.4141414141413,-496.2987067506266,13786.191928445462,2.064e-05,Stable
2.5,1282.828282828283,-501.6396603132166,10538.858804296433,2.064e-05,Stable
2.5,1424.2424242424242,-509.6184035560392,7703.2197479276165,2.064e-05,Stable
2.5,1565.6565656565658,-521.2714473500978,5147.668010865009,2.064e-05,Stable
2.5,1707.0707070707072,-538.0240123601831,2779.4724887693405,2.064e-05,Stable
2.5,1848.4848484848485,-561.8610712254833,528.5828683708619,2.064e-05,Stable
2.5,1989.8989898989898,-595.5900159662862,-1662.1647241421163,2.064e-05,Stable
2.5,2131.3131313131316,-643.2537270393539,-3843.6508368820887,2.064e-05,Stable
2.5,2272.727272727273,-710.7980515294705,-6065.632865284206,2.064e-05,Stable
2.5,2414.1414141414143,-807.1844986894087,-8381.61478258211,2.064e-05,Stable
2.5,2555.5555555555557,-946.3129373031115,-10854.448282682792,2.064e-05,Stable
2.5,2696.969696969697,-1150.4856057237143,-13563.92919605433,2.064e-05,Stable
2.5,2838.3838383838383,-1456.9617969116623,-16618.38522855824,2.064e-05,Stable
2.5,2979.7979797979797,-1931.1058484692596,-20173.871219663186,2.064e-05,Stable
2.5,3121.2121212121215,-2694.6820021604517,-24468.035382337726,2.064e-05,Stable
2.5,3262.626262626263,-3992.21343610278,-29882.9745990346,2.064e-05,Stable
2.5,3404.040404040404,-6364.080628302704,-37065.165435068324,2.064e-05,Stable
2.5,3545.4545454545455,-11161.332718920445,-47138.849423043896,2.064e-05,Stable
2.5,3686.8686868686873,-22322.803555501,-61829.37111112151,2.064e-05,Stable
2.5,3828.2828282828286,-52886.05353012043,-80023.00196517407,2.064e-05,Stable
2.5,3969.69696969697,-124806.58437615124,-59221.74030453799,2.064e-05,Stable
2.5,4111.111111111111,-117565.5625840621,40551.544854797685,2.064e-05,Stable
2.5,4252.525252525253,-57853.27110316951,55331.64586343705,2.064e-05,Stable
2.5,4393.939393939394,-31460.46399607629,43347.5461678826,2.064e-05,Stable
2.5,4535.353535353535,-20022.27742883345,32635.287729311058,2.064e-05,Stable
2.5,4676.767676767677,-14261.063974063962,24728.88481487488,2.064e-05,Stable
2.5,4818.181818181818,-10986.999408708167,18794.960802344278,2.064e-05,Stable
2.5,4959.595959595959,-8961.046903353932,14152.652428157964,2.064e-05,Stable
2.5,5101.010101010102,-7632.88559200042,10368.838538857206,2.064e-05,Stable
2.5,5242.424242424243,-6730.640757570409,7170.590886896026,2.064e-05,Stable
2.5,5383.838383838384,-6108.958895166723,4380.382644381106,2.064e-05,Stable
2.5,5525.252525252526,-5685.8971548471545,1877.9087746491396,2.064e-05,Stable
2.5,5666.666666666667,-5414.203542597036,-421.9659864633786,2.064e-05,Stable
2.5,5808.080808080808,-5267.362198828067,-2582.2273494404603,2.064e-05,Stable
2.5,5949.49494949495,-5232.60398340437,-4651.644548553683,2.064e-05,Stable
2.5,6090.909090909091,-5307.549160029545,-6669.738004942271,2.064e-05,Stable
2.5,6232.323232323232,-5499.009463344768,-8669.904041932903,2.064e-05,Stable
2.5,6373.737373737375,-5823.337273721049,-10681.235238400503,2.064e-05,Stable
2.5,6515.151515151516,-6308.162403184609,-12729.158857701292,2.064e-05,Stable
2.5,6656.565656565657,-6995.625717830679,-14834.593666083434,2.064e-05,Stable
2.5,6797.979797979799,-7947.346484584734,-17010.7222278626,2.064e-05,Stable
2.5,6939.39393939394,-9251.199107666553,-19255.45724836282,2.064e-05,Stable
2.5,7080.808080808081,-11028.981205200993,-21535.952537273988,2.064e-05,Stable
2.5,7222.222222222223,-13440.76047887406,-23759.00756467787,2.064e-05,Stable
2.5,7363.636363636364,-16672.833294220414,-25719.564028322602,2.064e-05,Stable
2.5,7505.050505050505,-20877.253315773003,-27026.914054185465,2.064e-05,Stable
2.5,7646.464646464647,-26007.266529604993,-27049.193371539477,2.064e-05,Stable
2.5,7787.878787878788,-31524.89111828074,-25022.032568371756,2.064e-05,Stable
2.5,7929.29292929293,-36193.71435770233,-20539.957292561783,2.064e-05,Stable
2.5,8070.707070707072,-38511.22022673087,-14263.262048191453,2.064e-05,Stable
2.5,8212.121212121212,-37825.51076186851,-7880.672249243065,2.064e-05,Stable
2.5,8353.535353535353,-34849.01583824112,-2954.623410652758,2.064e-05,Stable
2.5,8494.949494949495,-30889.170839432394,-23.939313810380554,2.064e-05,Stable
2.5,8636.363636363636,-26948.98354089349,1197.400839241678,2.064e-05,Stable
2.5,8777.777777777777,-23504.598075677462,1246.205958118695,2.064e-05,Stable
2.5,8919.191919191919,-20677.88509837151,584.3098580198985,2.064e-05,Stable
2.5,9060.60606060606,-18430.397576169504,-474.9986317160092,2.064e-05,Stable
2.5,9202.020202020203,-16674.50741673815,-1740.7494440543078,2.064e-05,Stable
2.5,9343.434343434345,-15321.027478828439,-3102.715767395257,2.064e-05,Stable
2.5,9484.848484848486,-14294.944397010013,-4499.28956008779,2.064e-05,Stable
2.5,9626.262626262627,-13538.095652997876,-5896.793785504147,2.064e-05,Stable
2.5,9767.676767676769,-13007.409170159719,-7277.0124006227215,2.064e-05,Stable
2.5,9909.09090909091,-12672.118941710549,-8629.79650217915,2.064e-05,Stable
2.5,10050.505050505051,-12511.117439458065,-9948.607082964741,2.064e-05,Stable
2.5,10191.919191919193,-12510.714212544312,-11227.692373600628,2.064e-05,Stable
2.5,10333.333333333334,-12662.740720414695,-12460.145847754888,2.064e-05,Stable
2.5,10474.747474747475,-12962.826490533287,-13636.431247000914,2.064e-05,Stable
2.5,10616.161616161617,-13408.633598169641,-14743.18561614133,2.064e-05,Stable
2.5,10757.575757575758,-13997.831762642196,-15762.288195202667,2.064e-05,Stable
2.5,10898.9898989899,-14725.629057759217,-16670.354702862744,2.064e-05,Stable
2.5,11040.40404040404,-15581.777965844738,-17438.997051476268,2.064e-05,Stable
2.5,11181.818181818182,-16547.205762317004,-18036.347736611882,2.064e-05,Stable
2.5,11323.232323232323,-17590.8108035497,-18430.388659298012,2.064e-05,Stable
2.5,11464.646464646465,-18667.47777057762,-18594.377398037133,2.064e-05,Stable
2.5,11606.060606060608,-19718.77238126578,-18513.962231661942,2.064e-05,Stable
2.5,11747.47474747475,-20677.65030113288,-18194.451376809913,2.064e-05,Stable
2.5,11888.88888888889,-21477.430628934875,-17665.626962371985,2.064e-05,Stable
2.5,12030.303030303032,-22063.320844834347,-16981.3680775826,2.064e-05,Stable
2.5,12171.717171717173,-22402.9196539406,-16212.870177936007,2.064e-05,Stable
2.5,12313.131313131315,-22491.82410035517,-15436.999618190273,2.064e-05,Stable
2.5,12454.545454545456,-22352.35655178649,-14723.63631873075,2.064e-05,Stable
2.5,12595.959595959597,-22026.431533691542,-14126.11664736118,2.064e-05,Stable
2.5,12737.373737373739,-21565.739930468124,-13677.032795487323,2.064e-05,Stable
2.5,12878.78787878788,-21022.624890384082,-13389.136271481946,2.064e-05,Stable
2.5,13020.202020202021,-20443.70727744651,-13259.465176827603,2.064e-05,Stable
2.5,13161.616161616163,-19866.69159986138,-13274.54483192587,2.064e-05,Stable
2.5,13303.030303030304,-19319.710109815293,-13415.13053270854,2.064e-05,Stable
2.5,13444.444444444445,-18822.2120745089,-13659.784854250089,2.064e-05,Stable
2.5,13585.858585858587,-18386.52797999992,-13987.196885624802,2.064e-05,Stable
2.5,13727.272727272728,-18019.531204258124,-14377.464805881986,2.064e-05,Stable
2.5,13868.68686868687,-17724.09499000073,-14812.652258240894,2.064e-05,Stable
2.5,14010.10101010101,-17500.23351535517,-15276.900107292098,2.064e-05,Stable
2.5,14151.515151515152,-17345.92398112549,-15756.305949430422,2.064e-05,Stable
2.5,14292.929292929293,-17257.656596898472,-16238.71452300125,2.064e-05,Stable
2.5,14434.343434343435,-17230.77587652929,-16713.507524394146,2.064e-05,Stable
2.5,14575.757575757576,-17259.67709711558,-17171.442663679787,2.064e-05,Stable
2.5,14717.17171717172,-17337.916027868025,-17604.56546932338,2.064e-05,Stable
2.5,14858.58585858586,-17458.282605082954,-18006.198944958625,2.064e-05,Stable
2.5,15000.0,-17612.88133179458,-18371.00220843989,2.064e-05,Stable
2.5,1000.0,-821.3836020236527,17645.129590675504,3.44e-05,Stable
2.5,1141.4141414141413,-827.1490995758159,13786.554338303678,3.44e-05,Stable
2.5,1282.828282828283,-836.0321807294865,10539.552750637891,3.44e-05,Stable
2.5,1424.2424242424242,-849.2937215230507,7704.481841710498,3.44e-05,Stable
2.5,1565.6565656565658,-868.6465657983055,5149.875360411219,3.44e-05,Stable
2.5,1707.0707070707072,-896.4402251011775,2783.220469903787,3.44e-05,Stable
2.5,1848.4848484848485,-935.9372544123933,534.8086688563812,3.44e-05,Stable
2.5,1989.8989898989898,-991.7349410602066,-1651.9820111313086,3.44e-05,Stable
2.5,2131.3131313131316,-1070.4231617210232,-3827.1588180670606,3.44e-05,Stable
2.5,2272.727272727273,-1181.6368229165694,-6039.042661564103,3.44e-05,Stable
2.5,2414.1414141414143,-1339.7881756866032,-8338.714995435774,3.44e-05,Stable
2.5,2555.5555555555557,-1567.0116951387877,-10784.817977377577,3.44e-05,Stable
2.5,2696.969696969697,-1898.3571754895127,-13449.566312730822,3.44e-05,Stable
2.5,2838.3838383838383,-2391.337317883949,-16427.038609012125,3.44e-05,Stable
2.5,2979.7979797979797,-3144.3316972070947,-19845.102352667996,3.44e-05,Stable
2.5,3121.2121212121215,-4333.994838508642,-23882.118874862066,3.44e-05,Stable
2.5,3262.626262626263,-6295.768078688354,-28786.014215582298,3.44e-05,Stable
2.5,3404.040404040404,-9706.829440544223,-34872.66880652155,3.44e-05,Stable
2.5,3545.4545454545455,-16012.16376728318,-42376.668414942775,3.44e-05,Stable
2.5,3686.8686868686873,-28300.196698281467,-50533.54912173494,3.44e-05,Stable
2.5,3828.2828282828286,-51481.07600949022,-53528.13082531891,3.44e-05,Stable
2.5,3969.69696969697,-80525.0969854454,-33966.46813248928,3.44e-05,Stable
2.5,4111.111111111111,-82002.62718199598,5513.123648524552,3.44e-05,Stable
2.5,4252.525252525253,-59098.90856346242,25635.552444368564,3.44e-05,Stable
2.5,4393.939393939394,-39872.42953054268,27442.938426617162,3.44e-05,Stable
2.5,4535.353535353535,-28208.706244886747,23778.509326741107,3.44e-05,Stable
2.5,4676.767676767677,-21249.391542848785,19346.568017308164,3.44e-05,Stable
2.5,4818.181818181818,-16908.232512972354,15269.544375982006,3.44e-05,Stable
2.5,4959.595959595959,-14066.958666233828,11710.851498648308,3.44e-05,Stable
2.5,5101.010101010102,-12134.644499159194,8612.151568085083,3.44e-05,Stable
2.5,5242.424242424243,-10786.833678833986,5880.2698457157485,3.44e-05,Stable
2.5,5383.838383838384,-9837.396784429162,3431.285303176567,3.44e-05,Stable
2.5,5525.252525252526,-9175.723545136045,1197.8575973319303,3.44e-05,Stable
2.5,5666.666666666667,-8734.830927930076,-872.3346453141612,3.44e-05,Stable
2.5,5808.080808080808,-8474.510860465492,-2819.6140142029963,3.44e-05,Stable
2.5,5949.49494949495,-8372.129320762571,-4674.889548738372,3.44e-05,Stable
2.5,6090.909090909091,-8417.506871271224,-6461.414976521509,3.44e-05,Stable
2.5,6232.323232323232,-8610.064412345391,-8195.689351332245,3.44e-05,Stable
2.5,6373.737373737375,-8957.232291865004,-9887.503089090456,3.44e-05,Stable
2.5,6515.151515151516,-9473.472375951484,-11539.078113015847,3.44e-05,Stable
2.5,6656.565656565657,-10179.34594608173,-13143.194045899023,3.44e-05,Stable
2.5,6797.979797979799,-11099.945310936326,-14680.197814602314,3.44e-05,Stable
2.5,6939.39393939394,-12261.723290737098,-16113.968235630402,3.44e-05,Stable
2.5,7080.808080808081,-13686.381471734874,-17387.439756141997,3.44e-05,Stable
2.5,7222.222222222223,-15380.30078917214,-18419.43981025853,3.44e-05,Stable
2.5,7363.636363636364,-17318.73648938296,-19106.481126786788,3.44e-05,Stable
2.5,7505.050505050505,-19426.867894242143,-19335.105609832648,3.44e-05,Stable
2.5,7646.464646464647,-21565.599644837115,-19009.924699458843,3.44e-05,Stable
2.5,7787.878787878788,-23536.379245944307,-18095.51792318056,3.44e-05,Stable
2.5,7929.29292929293,-25117.975116993297,-16655.80886733569,3.44e-05,Stable
2.5,8070.707070707072,-26130.494300844486,-14862.96322883739,3.44e-05,Stable
2.5,8212.121212121212,-26495.788522153965,-12958.286252221853,3.44e-05,Stable
2.5,8353.535353535353,-26257.087635705084,-11181.079229352275,3.44e-05,Stable
2.5,8494.949494949495,-25548.49154651555,-9706.082517621933,3.44e-05,Stable
2.5,8636.363636363636,-24539.55213312554,-8618.994600987722,3.44e-05,Stable
2.5,8777.777777777777,-23387.658699212316,-7928.523562184954,3.44e-05,Stable
2.5,8919.191919191919,-22213.638538614396,-7594.928644585431,3.44e-05,Stable
2.5,9060.60606060606,-21097.755380163228,-7557.178602121476,3.44e-05,Stable
2.5,9202.020202020203,-20086.534686427767,-7751.170139296857,3.44e-05,Stable
2.5,9343.434343434345,-19202.54893406758,-8119.066060629766,3.44e-05,Stable
2.5,9484.848484848486,-18453.128526753542,-8612.591814634594,3.44e-05,Stable
2.5,9626.262626262627,-17836.75840162521,-9193.072623895661,3.44e-05,Stable
2.5,9767.676767676769,-17347.26695323266,-9830.079711859908,3.44e-05,Stable
2.5,9909.09090909091,-16976.336559499327,-10499.71030033276,3.44e-05,Stable
2.5,10050.505050505051,-16714.872126039074,-11182.977029164862,3.44e-05,Stable
2.5,10191.919191919193,-16553.64293169256,-11864.484432012647,3.44e-05,Stable
2.5,10333.333333333334,-16483.48523161192,-12531.429626527632,3.44e-05,Stable
2.5,10474.747474747475,-16495.255598605876,-13172.907989254598,3.44e-05,Stable
2.5,10616.161616161617,-16579.660839819433,-13779.487193732575,3.44e-05,Stable
2.5,10757.575757575758,-16727.051957619416,-14343.010066078721,3.44e-05,Stable
2.5,10898.9898989899,-16927.247823619087,-14856.586040432852,3.44e-05,Stable
2.5,11040.40404040404,-17169.44075139366,-15314.727374099028,3.44e-05,Stable
2.5,11181.818181818182,-17442.224244449142,-15713.5787859907,3.44e-05,Stable
2.5,11323.232323232323,-17733.767941845606,-16051.179882827772,3.44e-05,Stable
2.5,11464.646464646465,-18032.143706491286,-16327.692813625266,3.44e-05,Stable
2.5,11606.060606060608,-18325.78060560445,-16545.528095422655,3.44e-05,Stable
2.5,11747.47474747475,-18603.99935812058,-16709.313558932947,3.44e-05,Stable
2.5,11888.88888888889,-18857.5553368161,-16825.675897204914,3.44e-05,Stable
2.5,12030.303030303032,-19079.110343481738,-16902.83797228561,3.44e-05,Stable
2.5,12171.717171717173,-19263.561345885777,-16950.070382528756,3.44e-05,Stable
2.5,12313.131313131315,-19408.178398221025,-16977.063637605806,3.44e-05,Stable
2.5,12454.545454545456,-19512.538020422297,-16993.300223315633,3.44e-05,Stable
2.5,12595.959595959597,-19578.273199551844,-17007.50115337169,3.44e-05,Stable
